file_id,organism,locus_tag,ess,conf,conf_t5,conf_mean
C039,Pseudomonas aeruginosa MPAO1,PA0001,1,0.9532382488250732,0.9684991836547852,0.9608687162399292
C039,Pseudomonas aeruginosa MPAO1,PA0002,1,0.945387840270996,0.9781631827354432,0.9617755115032196
C039,Pseudomonas aeruginosa MPAO1,PA0003,0,0.210389494895935,0.3702444732189178,0.2903169840574264
C039,Pseudomonas aeruginosa MPAO1,PA0004,1,0.9871830940246582,0.9704073667526244,0.9787952303886414
C039,Pseudomonas aeruginosa MPAO1,PA0005,0,0.7664735913276672,0.7527509331703186,0.7596122622489929
C039,Pseudomonas aeruginosa MPAO1,PA0006,1,0.7113750576972961,0.6606414318084717,0.6860082447528839
C039,Pseudomonas aeruginosa MPAO1,PA0007,0,0.0262233782559633,0.220140129327774,0.12318175379186865
C039,Pseudomonas aeruginosa MPAO1,PA0008,1,0.9781721830368042,0.9656807780265808,0.9719264805316925
C039,Pseudomonas aeruginosa MPAO1,PA0009,1,0.9744099974632264,0.9582307934761048,0.9663203954696656
C039,Pseudomonas aeruginosa MPAO1,PA0010,0,0.1137603223323822,0.0421725139021873,0.07796641811728475
C039,Pseudomonas aeruginosa MPAO1,PA0011,0,0.787742555141449,0.7626212239265442,0.7751818895339966
C039,Pseudomonas aeruginosa MPAO1,PA0012,0,0.0127404555678367,0.1374938338994979,0.0751171447336673
C039,Pseudomonas aeruginosa MPAO1,PA0013,0,0.2099028527736663,0.1569558978080749,0.1834293752908706
C039,Pseudomonas aeruginosa MPAO1,PA0014,0,0.1928344666957855,0.2070379704236984,0.19993621855974195
C039,Pseudomonas aeruginosa MPAO1,PA0015,0,0.2884109616279602,0.266705572605133,0.27755826711654663
C039,Pseudomonas aeruginosa MPAO1,PA0016,0,0.3370640873908996,0.7055653929710388,0.5213147401809692
C039,Pseudomonas aeruginosa MPAO1,PA0017,0,0.0901225954294204,0.2060896456241607,0.14810612052679056
C039,Pseudomonas aeruginosa MPAO1,PA0018,1,0.949510395526886,0.874410092830658,0.911960244178772
C039,Pseudomonas aeruginosa MPAO1,PA0019,1,0.8552130460739136,0.8675919771194458,0.8614025115966797
C039,Pseudomonas aeruginosa MPAO1,PA0020,0,0.2841926217079162,0.5691163539886475,0.42665448784828186
C039,Pseudomonas aeruginosa MPAO1,PA0021,0,0.1631813794374466,0.25504931807518,0.2091153487563133
C039,Pseudomonas aeruginosa MPAO1,PA0022,1,0.8902235627174377,0.8260675668716431,0.8581455647945404
