file_id,organism,locus_tag,ess,conf,conf_esm2,conf_bert,conf_mean
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0001,0,0.0427876338362693,0.083857923746109,0.0796397700905799,0.06876177589098607
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0002,0,0.0638925731182098,0.0055150715634226,0.1493227630853653,0.07291013592233257
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0003,0,0.037607867270708,0.0968121886253357,0.1104798913002014,0.0816333157320817
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0004,1,0.0393931418657302,0.575127124786377,0.5893092155456543,0.40127649406592053
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0005,0,0.0484797023236751,0.6108579635620117,0.6335304379463196,0.43095603461066884
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0006,0,0.0340810269117355,0.0623229555785656,0.4174161255359649,0.17127336934208867
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0007,0,0.028936181217432,0.3314320743083954,0.4057349860668182,0.25536774719754857
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0008,0,0.0400343798100948,0.4009041488170624,0.2372241616249084,0.22605423008402184
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0009,0,0.0489373467862606,0.4628125131130218,0.3589093685150146,0.29021974280476565
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0010,0,0.0270445384085178,0.3540869057178497,0.3694461286067962,0.25019252424438787
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0011,0,0.0314380638301372,0.2537857890129089,0.2305375784635543,0.17192047710220013
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0012,0,0.7863456606864929,0.1098053157329559,0.1231594681739807,0.3397701481978099
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0013,0,0.0262513142079114,0.3020634055137634,0.1481451392173767,0.15881995297968385
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0014,0,0.03093565069139,0.0849177688360214,0.3748814463615417,0.16357828862965104
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0015,0,0.0209907609969377,0.2633181512355804,0.1715293973684311,0.1519461032003164
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0016,0,0.1162690818309784,0.2670771479606628,0.2668928802013397,0.2167463699976603
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0017,0,0.0260554924607276,0.2726744413375854,0.3031100928783417,0.20061334222555152
