file_id,organism,locus_tag,ess,conf,conf_esm2,conf_t5,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.1544919908046722,0.0103176888078451,0.0378117673099041,0.0675404823074738
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.2001786082983017,0.6056390404701233,0.1266333013772964,0.31081698338190716
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.0575143955647945,0.1009567156434059,0.3174072504043579,0.15862612053751943
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.244504690170288,0.5221937894821167,0.2146121561527252,0.32710354526837665
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.1219179555773735,0.0943245291709899,0.1558607369661331,0.1240344072381655
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.1157553270459175,0.2250235974788665,0.2822272479534149,0.20766872415939963
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.055692546069622,0.0284985322505235,0.1359530538320541,0.07338137738406654
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.187820702791214,0.1270728409290313,0.2448186725378036,0.18657073875268293
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.0633050128817558,0.1097561046481132,0.0799242928624153,0.08432847013076143
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0898876711726188,0.0675798654556274,0.1593827307224273,0.10561675578355784
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.0647574812173843,0.018725898116827,0.0201456733047962,0.03454301754633583
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0604196079075336,0.0270968079566955,0.0020603449083864,0.029858920257538498
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.8854110240936279,0.8728612661361694,0.948307991027832,0.9021934270858765
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.1297364681959152,0.8214396834373474,0.751796305179596,0.5676574856042862
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0676379278302192,0.0082639623433351,0.0440639927983284,0.03998862765729423
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.2830128073692322,0.1239865124225616,0.2774763405323028,0.2281585534413655
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.0571242272853851,0.0939581021666526,0.1210091263055801,0.09069715191920592
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.0560982786118984,0.1204352527856826,0.072991594672203,0.08317504202326133
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.0516092181205749,0.0082487231120467,0.0041632815264165,0.021340407586346033
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0535134263336658,0.0255886726081371,0.092756874859333,0.057286324600378635
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.2910712659358978,0.8710940480232239,0.7800223231315613,0.6473958790302277
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.0617234632372856,0.3066972494125366,0.4124155342578888,0.26027874896923703
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.9032105803489684,0.953093647956848,0.9568207263946532,0.9377083182334899
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.8144609928131104,0.9544666409492492,0.977057695388794,0.9153284430503845
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9102087616920472,0.9436086416244508,0.8722516298294067,0.9086896777153015
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.0595139190554618,0.6254222989082336,0.5185484290122986,0.401161548991998
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.7450486421585083,0.9412527084350586,0.7903988361358643,0.8255667289098104
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.0570129863917827,0.6264033317565918,0.0245518777519464,0.2359893986334403
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.8681749105453491,0.9180493354797364,0.8559694886207581,0.8807312448819479
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.0781683847308158,0.6788861155509949,0.5953579545021057,0.4508041515946388
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.1843028366565704,0.5410006046295166,0.7738703489303589,0.4997245967388153
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.0848932117223739,0.0298101417720317,0.1069355756044387,0.0738796430329481
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0548746287822723,0.0400077290832996,0.0598797015845775,0.0515873531500498
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.0642035976052284,0.091656893491745,0.088750772178173,0.08153708775838213
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0873881205916404,0.0563888549804687,0.058931328356266,0.0675694346427917
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.094691090285778,0.0432389378547668,0.006902968045324,0.048277665395289604
