file_id,organism,locus_tag,ess,conf,conf_esm2,conf_mean
C039,Pseudomonas aeruginosa MPAO1,PA0001,1,0.1348035782575607,0.9532382488250732,0.544020913541317
C039,Pseudomonas aeruginosa MPAO1,PA0002,1,0.4297551810741424,0.945387840270996,0.6875715106725692
C039,Pseudomonas aeruginosa MPAO1,PA0003,0,0.0326477773487567,0.210389494895935,0.12151863612234585
C039,Pseudomonas aeruginosa MPAO1,PA0004,1,0.965816080570221,0.9871830940246582,0.9764995872974396
C039,Pseudomonas aeruginosa MPAO1,PA0005,0,0.2135936766862869,0.7664735913276672,0.4900336340069771
C039,Pseudomonas aeruginosa MPAO1,PA0006,1,0.0354970134794712,0.7113750576972961,0.3734360355883837
C039,Pseudomonas aeruginosa MPAO1,PA0007,0,0.0266792699694633,0.0262233782559633,0.026451324112713302
C039,Pseudomonas aeruginosa MPAO1,PA0008,1,0.1801003813743591,0.9781721830368042,0.5791362822055817
C039,Pseudomonas aeruginosa MPAO1,PA0009,1,0.9356364607810974,0.9744099974632264,0.9550232291221619
C039,Pseudomonas aeruginosa MPAO1,PA0010,0,0.0391493700444698,0.1137603223323822,0.076454846188426
C039,Pseudomonas aeruginosa MPAO1,PA0011,0,0.0294869802892208,0.787742555141449,0.4086147677153349
C039,Pseudomonas aeruginosa MPAO1,PA0012,0,0.0332721062004566,0.0127404555678367,0.02300628088414665
C039,Pseudomonas aeruginosa MPAO1,PA0013,0,0.0749385878443718,0.2099028527736663,0.14242072030901903
C039,Pseudomonas aeruginosa MPAO1,PA0014,0,0.0309316869825124,0.1928344666957855,0.11188307683914894
C039,Pseudomonas aeruginosa MPAO1,PA0015,0,0.0653395131230354,0.2884109616279602,0.17687523737549782
C039,Pseudomonas aeruginosa MPAO1,PA0016,0,0.4198865592479706,0.3370640873908996,0.3784753233194351
C039,Pseudomonas aeruginosa MPAO1,PA0017,0,0.0277347117662429,0.0901225954294204,0.05892865359783165
C039,Pseudomonas aeruginosa MPAO1,PA0018,1,0.9714465737342834,0.949510395526886,0.9604784846305847
C039,Pseudomonas aeruginosa MPAO1,PA0019,1,0.8828915953636169,0.8552130460739136,0.8690523207187653
C039,Pseudomonas aeruginosa MPAO1,PA0020,0,0.1237777173519134,0.2841926217079162,0.2039851695299148
C039,Pseudomonas aeruginosa MPAO1,PA0021,0,0.0299576912075281,0.1631813794374466,0.09656953532248735
C039,Pseudomonas aeruginosa MPAO1,PA0022,1,0.91031014919281,0.8902235627174377,0.9002668559551239
C039,Pseudomonas aeruginosa MPAO1,PA0023,0,0.0394998751580715,0.0549470447003841,0.0472234599292278
C039,Pseudomonas aeruginosa MPAO1,PA0024,1,0.0517135858535766,0.8547115325927734,0.453212559223175
C039,Pseudomonas aeruginosa MPAO1,PA0025,0,0.0562159642577171,0.3647836148738861,0.2104997895658016
C039,Pseudomonas aeruginosa MPAO1,PA0026,0,0.0292674787342548,0.1272777616977691,0.07827262021601196
C039,Pseudomonas aeruginosa MPAO1,PA0027,0,0.0293259564787149,0.0076165525242686,0.01847125450149175
C039,Pseudomonas aeruginosa MPAO1,PA0028,0,0.0310617443174123,0.0423381216824054,0.036699932999908855
C039,Pseudomonas aeruginosa MPAO1,PA0029,0,0.0343195460736751,0.0377731621265411,0.036046354100108105
C039,Pseudomonas aeruginosa MPAO1,PA0030,0,0.0292037278413772,0.0112778609618544,0.0202407944016158
C039,Pseudomonas aeruginosa MPAO1,PA0031,0,0.029210465028882,0.0220033396035432,0.0256069023162126
