file_id,organism,locus_tag,ess,conf,conf_t5,conf_mean
C035,Caulobacter crescentus,CCNA_00001,0,0.7015410661697388,0.2646510601043701,0.48309606313705444
C035,Caulobacter crescentus,CCNA_00002,0,0.7176034450531006,0.7810668349266052,0.7493351399898529
C035,Caulobacter crescentus,CCNA_00003,1,0.7257760167121887,0.6406599283218384,0.6832179725170135
C035,Caulobacter crescentus,CCNA_00004,1,0.811582624912262,0.898392915725708,0.854987770318985
C035,Caulobacter crescentus,CCNA_00005,1,0.7734827399253845,0.8218867778778076,0.7976847589015961
C035,Caulobacter crescentus,CCNA_00006,0,0.4471232891082763,0.1466634273529052,0.29689335823059076
C035,Caulobacter crescentus,CCNA_00007,1,0.8696912527084351,0.7638611793518066,0.8167762160301208
C035,Caulobacter crescentus,CCNA_00008,1,0.900894582271576,0.851766049861908,0.8763303160667419
C035,Caulobacter crescentus,CCNA_00009,0,0.1327925622463226,0.0589286088943481,0.09586058557033536
C035,Caulobacter crescentus,CCNA_00010,1,0.7745599150657654,0.7660707235336304,0.7703153192996979
C035,Caulobacter crescentus,CCNA_00011,0,0.7253365516662598,0.7496345043182373,0.7374855279922485
C035,Caulobacter crescentus,CCNA_00012,0,0.3232232630252838,0.3104805648326874,0.3168519139289856
C035,Caulobacter crescentus,CCNA_00013,0,0.3682618737220764,0.3135555982589721,0.3409087359905243
C035,Caulobacter crescentus,CCNA_00014,0,0.444640576839447,0.4113475084304809,0.427994042634964
C035,Caulobacter crescentus,CCNA_00015,0,0.123895563185215,0.7384863495826721,0.43119095638394356
C035,Caulobacter crescentus,CCNA_00016,0,0.247554674744606,0.4175877571105957,0.33257121592760086
C035,Caulobacter crescentus,CCNA_00017,0,0.187846302986145,0.3336340487003326,0.2607401758432388
C035,Caulobacter crescentus,CCNA_00018,0,0.1512887626886367,0.486529141664505,0.31890895217657084
C035,Caulobacter crescentus,CCNA_00019,0,0.1780165582895279,0.4122267663478851,0.2951216623187065
C035,Caulobacter crescentus,CCNA_00020,0,0.2898861765861511,0.3290396630764007,0.30946291983127594
C035,Caulobacter crescentus,CCNA_00021,0,0.1157105565071106,0.1117160767316818,0.1137133166193962
C035,Caulobacter crescentus,CCNA_00022,0,0.1805562227964401,0.1807627230882644,0.18065947294235224
C035,Caulobacter crescentus,CCNA_00023,0,0.1362281143665313,0.0806632563471794,0.10844568535685534
C035,Caulobacter crescentus,CCNA_00024,0,0.7030425071716309,0.5829585790634155,0.6430005431175232
C035,Caulobacter crescentus,CCNA_00025,0,0.0300567112863063,0.0752587616443634,0.05265773646533485
