file_id,organism,locus_tag,ess,conf,conf_t5,conf_mean
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0001,1,0.0575089119374752,0.9042527675628662,0.4808808397501707
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0002,1,0.8838358521461487,0.9566279053688048,0.9202318787574768
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0003,0,0.2100974023342132,0.2646843791007995,0.23739089071750635
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0004,0,0.27089923620224,0.7771313786506653,0.5240153074264526
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0005,0,0.0620508603751659,0.0500024445354938,0.05602665245532985
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0006,1,0.9208491444587708,0.92977112531662,0.9253101348876953
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0007,0,0.0590542629361152,0.0502865724265575,0.05467041768133635
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0008,0,0.0582934916019439,0.0048246160149574,0.03155905380845065
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0009,0,0.0616935715079307,0.0149726001545786,0.03833308583125465
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0010,0,0.5869879126548767,0.0405239574611187,0.3137559350579977
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0011,0,0.0573196336627006,0.0911524668335914,0.074236050248146
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0012,0,0.0572809688746929,0.0625287219882011,0.059904845431447
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0013,0,0.0654597133398056,0.1108741164207458,0.0881669148802757
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0014,0,0.0645565539598465,0.1584217101335525,0.1114891320466995
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0015,0,0.058743666857481,0.0528926514089107,0.05581815913319585
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0016,0,0.0588121674954891,0.1835983395576477,0.1212052535265684
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0017,1,0.8337875604629517,0.8775503039360046,0.8556689321994781
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0018,0,0.0591431222856044,0.1829446405172348,0.1210438814014196
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0019,0,0.0591341592371463,0.199636623263359,0.12938539125025264
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0020,0,0.05778593942523,0.2069167792797088,0.1323513593524694
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0021,0,0.0577470101416111,0.4950766265392303,0.2764118183404207
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0022,0,0.7078935503959656,0.8718781471252441,0.7898858487606049
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0023,0,0.0580303408205509,0.6865018010139465,0.3722660709172487
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0024,1,0.8767293691635132,0.9522780776023864,0.9145037233829498
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0025,0,0.0555214509367942,0.6160712838172913,0.3357963673770427
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0026,0,0.0559405870735645,0.2794027328491211,0.1676716599613428
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0027,0,0.0521831959486007,0.1879393309354782,0.12006126344203946
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0028,0,0.056189876049757,0.2015383392572403,0.12886410765349865
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0029,0,0.0590056665241718,0.0569990538060665,0.05800236016511915
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0030,0,0.0561252236366272,0.0733327195048332,0.0647289715707302
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0031,0,0.0552356019616127,0.2745230793952942,0.16487934067845345
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0032,0,0.0554271601140499,0.3299703598022461,0.192698759958148
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0033,0,0.0335153713822364,0.2067602425813675,0.12013780698180195
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0034,0,0.0571330115199089,0.284761905670166,0.17094745859503746
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0035,0,0.8703927993774414,0.8491670489311218,0.8597799241542816
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0036,0,0.0581679604947567,0.7994239926338196,0.42879597656428814
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0037,0,0.0575967729091644,0.5273041129112244,0.2924504429101944
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0038,0,0.0594999454915523,0.3938746452331543,0.2266872953623533
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0039,0,0.052969753742218,0.0519884265959262,0.052479090169072096
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0040,0,0.0422998629510402,0.2613062262535095,0.15180304460227487
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0041,0,0.0562808774411678,0.2451492697000503,0.15071507357060904
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0042,0,0.0585165210068225,0.3594332337379455,0.20897487737238402
C061,Brevundimonas subvibrioides ATCC 15264,Bresu_0043,0,0.0549700558185577,0.1124467179179191,0.0837083868682384
