file_id,organism,locus_tag,ess,conf,conf_bert,conf_t5,conf_mean
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0001,0,0.083857923746109,0.0796397700905799,0.0579380206763744,0.07381190483768776
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0002,0,0.0055150715634226,0.1493227630853653,0.128609612584114,0.0944824824109673
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0003,0,0.0968121886253357,0.1104798913002014,0.0385512560606002,0.08194777866204576
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0004,1,0.575127124786377,0.5893092155456543,0.5618070960044861,0.5754144787788391
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0005,0,0.6108579635620117,0.6335304379463196,0.691486656665802,0.6452916860580444
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0006,0,0.0623229555785656,0.4174161255359649,0.0328646525740623,0.17086791122953093
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0007,0,0.3314320743083954,0.4057349860668182,0.3772848844528198,0.3714839816093445
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0008,0,0.4009041488170624,0.2372241616249084,0.4085628390312195,0.3488970498243968
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0009,0,0.4628125131130218,0.3589093685150146,0.2664423584938049,0.3627214133739471
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0010,0,0.3540869057178497,0.3694461286067962,0.2831965088844299,0.3355765144030252
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0011,0,0.2537857890129089,0.2305375784635543,0.127260684967041,0.2038613508145014
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0012,0,0.1098053157329559,0.1231594681739807,0.0612778179347515,0.0980808672805627
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0013,0,0.3020634055137634,0.1481451392173767,0.0489633195102214,0.16639062141378716
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0014,0,0.0849177688360214,0.3748814463615417,0.039932832121849,0.16657734910647068
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0015,0,0.2633181512355804,0.1715293973684311,0.0687978267669677,0.1678817917903264
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0016,0,0.2670771479606628,0.2668928802013397,0.2400470077991485,0.25800567865371704
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0017,0,0.2726744413375854,0.3031100928783417,0.3119104504585266,0.29589832822481793
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0018,0,0.3003622591495514,0.2876339256763458,0.2733244299888611,0.28710687160491943
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0019,0,0.2588365077972412,0.1809638142585754,0.0758309066295623,0.17187707622845963
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0020,0,0.3633109033107757,0.299156129360199,0.1159328147768974,0.25946661581595737
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0021,0,0.2188678830862045,0.3705393373966217,0.2093426585197448,0.2662499596675237
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0022,0,0.2679388225078583,0.0819863677024841,0.0283718947321176,0.12609902831415334
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0023,0,0.0745370611548423,0.0803361535072326,0.0643044859170913,0.07305923352638873
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0024,0,0.0198652632534503,0.0671589449048042,0.0385187156498432,0.0418476412693659
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0025,0,0.0361583344638347,0.0142020499333739,0.0178867280483245,0.02274903748184437
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0026,0,0.0221881177276372,0.0694315209984779,0.1065296158194542,0.06604975151518976
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0027,0,0.0197759866714477,0.028148241341114,0.0288393702358007,0.02558786608278747
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0028,0,0.459808886051178,0.1466005742549896,0.2177402377128601,0.2747165660063426
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0029,0,0.0258255377411842,0.4440097212791443,0.1720966249704361,0.2139772946635882
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0030,0,0.0198693946003913,0.5207585692405701,0.0649487748742103,0.2018589129050572
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0031,0,0.1143466308712959,0.2037901580333709,0.0374679453670978,0.11853491142392153
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0032,0,0.0621189959347248,0.3053095936775207,0.291161447763443,0.21953001245856285
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0033,0,0.1335350424051284,0.2711996138095855,0.137266531586647,0.18066706260045365
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0034,0,0.0652056038379669,0.0521576963365078,0.0325863398611545,0.04998321334520974
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0035,0,0.4094535708427429,0.762662410736084,0.3879361152648926,0.5200173656145731
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0036,0,0.0464122332632541,0.1247802972793579,0.058743879199028,0.07664546991388
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0037,0,0.4804960191249847,0.4207565486431122,0.1476856023073196,0.34964605669180554
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0038,0,0.4388365447521209,0.5942052006721497,0.4780974984169006,0.5037130812803904
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0039,0,0.186920940876007,0.6873893141746521,0.3427193164825439,0.40567652384440095
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0040,0,0.3806541562080383,0.4877757728099823,0.4761599600315094,0.4481966296831767
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0041,0,0.3406833112239837,0.2655274868011474,0.0652137547731399,0.2238081842660903
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0042,0,0.7259637117385864,0.6732598543167114,0.1924276500940323,0.53055040538311
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0043,0,0.137330561876297,0.0842876955866813,0.0484914481639862,0.0900365685423215
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0044,0,0.3951702713966369,0.1596348583698272,0.4065491855144501,0.3204514384269714
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0045,0,0.3480099737644195,0.3930457830429077,0.0866834744811058,0.2759130770961444
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0046,0,0.4433258473873138,0.3520129024982452,0.4873128831386566,0.4275505443414052
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0047,0,0.4732638299465179,0.219953179359436,0.3888120055198669,0.36067633827527357
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0048,1,0.5245349407196045,0.4802407920360565,0.548118531703949,0.5176314214865366
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0049,0,0.1660048514604568,0.5290846228599548,0.1782109886407852,0.291100154320399
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0050,0,0.4379306137561798,0.2301773130893707,0.4946277737617492,0.3875785668690999
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0051,0,0.4072762727737427,0.0897835120558738,0.293974369764328,0.26367805153131485
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0052,0,0.3357920944690704,0.4297488927841186,0.3178878724575043,0.36114295323689777
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0053,0,0.3315702974796295,0.37495818734169,0.3424393236637115,0.34965593616167706
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0054,0,0.3001724183559418,0.5521013140678406,0.4509645402431488,0.43441275755564374
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0055,0,0.3529561758041382,0.4173144400119781,0.4457068741321563,0.40532582998275757
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0056,0,0.2886175513267517,0.3033776581287384,0.3922261297702789,0.32807377974192303
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0057,0,0.1316363513469696,0.3531673848628998,0.0779639482498169,0.18758922815322876
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0058,0,0.04011882096529,0.1462494879961013,0.0274935662746429,0.07128729174534472
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0059,0,0.0369778089225292,0.1451393961906433,0.0880859792232513,0.09006772811214127
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0060,0,0.4932060241699219,0.8742470741271973,0.7834146022796631,0.7169559001922607
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0061,0,0.688870906829834,0.8041938543319702,0.9139894247055054,0.8023513952891032
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0062,0,0.2400499284267425,0.4240424633026123,0.2170209288597107,0.29370444019635517
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0063,0,0.4784047305583954,0.0960684269666671,0.631928026676178,0.4021337280670802
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0064,0,0.0096095474436879,0.0549735948443412,0.0287885069847106,0.03112388309091323
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0065,0,0.0319838710129261,0.0523959584534168,0.036258827894926,0.04021288578708963
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0066,0,0.0811425000429153,0.2855587899684906,0.1290186196565628,0.1652399698893229
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0067,0,0.0361295714974403,0.1050573736429214,0.0524577498435974,0.06454823166131969
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0068,0,0.3666476011276245,0.2377537041902542,0.1758142858743667,0.2600718637307485
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0069,0,0.0287111196666955,0.0535644367337226,0.2469022870063781,0.1097259478022654
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0070,0,0.0145007027313113,0.0307099353522062,0.0495202913880348,0.03157697649051743
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0071,0,0.3264352083206177,0.5446158051490784,0.3779889643192291,0.41634665926297504
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0072,0,0.2621224522590637,0.1107319295406341,0.3603207170963287,0.24439169963200882
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0073,0,0.2098390460014343,0.0981441140174865,0.0825238302350044,0.1301689967513084
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0074,0,0.2802755534648895,0.1869481652975082,0.1433630585670471,0.20352892577648163
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0075,0,0.2463863641023636,0.0802737325429916,0.0154447611421346,0.11403495259582992
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0076,0,0.2147020846605301,0.1483997851610183,0.165624052286148,0.17624197403589878
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0077,0,0.2073503732681274,0.1168018132448196,0.0380017906427383,0.12071799238522844
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0078,0,0.3062922954559326,0.6273759007453918,0.0824355632066726,0.338701253135999
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0079,0,0.0706226006150245,0.0916253328323364,0.0481377094984054,0.07012854764858877
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0080,0,0.042778767645359,0.0933810099959373,0.0710481107234954,0.06906929612159723
