file_id,organism,locus_tag,ess,conf,conf_esm2,conf_bert,conf_mean
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00001,1,0.0677350610494613,0.970999538898468,0.6178083419799805,0.5521809806426367
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00002,1,0.9532201290130616,0.9271308779716492,0.6508125066757202,0.8437211712201437
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00003,0,0.8360205292701721,0.1104730293154716,0.4890061020851135,0.4784998868902524
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00004,0,0.0936497449874877,0.4773762822151184,0.3208189010620117,0.2972816427548726
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00005,1,0.9843342900276184,0.982977032661438,0.9172493815422058,0.961520234743754
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00006,1,0.96676766872406,0.9913511276245116,0.8634845018386841,0.9405344327290853
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00007,0,0.0915064066648483,0.0975366160273552,0.3185312151908874,0.16919141262769696
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00008,0,0.0482739247381687,0.4037078619003296,0.8066829442977905,0.4195549103120963
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00009,1,0.7207931876182556,0.98268061876297,0.8872920274734497,0.8635886112848917
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00010,0,0.0697557404637336,0.1916640102863311,0.0798251032829284,0.11374828467766436
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00012,0,0.1500289887189865,0.206534668803215,0.2448808252811432,0.20048149426778158
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00013,0,0.0503838062286376,0.4930700659751892,0.3368570506572723,0.293436974287033
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00014,0,0.0985019654035568,0.1269261389970779,0.1428306549787521,0.12275291979312893
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00015,0,0.289210557937622,0.6747161149978638,0.6692497730255127,0.5443921486536661
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00017,0,0.1094159334897995,0.6067626476287842,0.5491852164268494,0.42178793251514435
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00018,1,0.1188979595899581,0.9721044301986694,0.9450101256370544,0.6786708384752274
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00019,0,0.099380575120449,0.5549874901771545,0.4596214592456817,0.3713298415144284
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00020,1,0.1442853808403015,0.5682470798492432,0.901293694972992,0.5379420518875122
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00021,1,0.081441082060337,0.4997491836547851,0.353171169757843,0.3114538118243217
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00022,0,0.0646669119596481,0.0412555560469627,0.2726588845252991,0.1261937841773033
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00023,0,0.7915273904800415,0.0514044538140296,0.5500937104225159,0.4643418515721957
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00024,0,0.0519201010465621,0.2182759344577789,0.7028897404670715,0.3243619253238042
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00025,0,0.0461778715252876,0.05397704616189,0.2594504952430725,0.11986847097675003
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00026,0,0.0531260855495929,0.263124018907547,0.4108043313026428,0.24235147858659425
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00027,0,0.8574306964874268,0.289723128080368,0.2854703664779663,0.4775413970152537
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00028,0,0.5692315101623535,0.7475295662879944,0.2380313575267791,0.5182641446590424
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00029,0,0.1098028421401977,0.4310044348239898,0.4188475310802459,0.3198849360148111
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00030,0,0.1000936329364776,0.1663902848958969,0.4070955216884613,0.22452647984027863
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00031,0,0.1221998631954193,0.1983400732278823,0.2909817993640899,0.20384057859579716
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00032,0,0.0641539692878723,0.5798203945159912,0.2587708532810211,0.30091507236162823
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00033,0,0.081068567931652,0.1930438429117202,0.2335404902696609,0.16921763370434437
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00034,0,0.0510211735963821,0.597021758556366,0.416218101978302,0.35475367804368335
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00035,0,0.6987344026565552,0.3625765442848205,0.4370201528072357,0.4994436999162038
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00036,0,0.0638369396328926,0.3483993113040924,0.3859675824642181,0.2660679444670677
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00037,0,0.0674207508563995,0.3697685599327087,0.3112428188323974,0.24947737654050184
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00038,0,0.0982919037342071,0.3195200860500335,0.2814202904701233,0.23307742675145462
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00039,0,0.038499291986227,0.2439395487308502,0.430898517370224,0.23777911936243376
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00040,0,0.3518026173114776,0.2180954813957214,0.3740468919277191,0.31464833021163935
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00041,0,0.1680483371019363,0.2108759433031082,0.2613837718963623,0.21343601743380228
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00042,0,0.0557104758918285,0.1523015946149826,0.1250289380550384,0.11101366952061649
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00043,0,0.0881529375910759,0.1922247111797332,0.257454365491867,0.17927733808755866
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00044,0,0.0897198989987373,0.1046011671423912,0.2067503631114959,0.13369047641754148
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00045,0,0.0955333337187767,0.2731070220470428,0.2179676741361618,0.19553600996732712
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00046,0,0.0678089633584022,0.2703230082988739,0.3987769186496734,0.24563629676898316
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00047,0,0.4981738626956939,0.192997470498085,0.1439876556396484,0.27838632961114246
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00049,0,0.230307474732399,0.2618624567985534,0.3149801194667816,0.2690500169992447
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00050,0,0.0924752056598663,0.1920931786298751,0.2968742847442627,0.1938142230113347
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00051,0,0.8028668165206909,0.0720441788434982,0.090769425034523,0.32189347346623737
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00052,0,0.9792948961257936,0.074616864323616,0.1444114446640014,0.39944106837113696
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00053,0,0.0989828556776046,0.1366675049066543,0.2034771144390106,0.1463758250077565
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00054,0,0.9749241471290588,0.1000348031520843,0.1912965327501297,0.4220851610104243
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00055,0,0.9797419905662536,0.1448667347431183,0.1446716338396072,0.42309345304965973
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00056,0,0.0551764257252216,0.0282557141035795,0.1431592255830764,0.0755304551372925
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00057,0,0.6188732385635376,0.2992413640022278,0.3827275335788727,0.433614045381546
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00058,0,0.0556007102131843,0.1930267810821533,0.2985060811042785,0.1823778574665387
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00060,0,0.9669288992881776,0.2059063464403152,0.2590566575527191,0.4772973010937373
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00061,0,0.0765333473682403,0.3011009395122528,0.131980150938034,0.16987147927284238
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00062,0,0.1621686220169067,0.2134092003107071,0.2961282432079315,0.2239020218451818
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00064,0,0.0483138635754585,0.1925418376922607,0.2432037740945816,0.16135315845410025
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00065,0,0.0582697801291942,0.1937619149684906,0.3895614743232727,0.21386438980698586
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00067,0,0.0532700680196285,0.3121189773082733,0.246537908911705,0.20397565141320229
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00069,0,0.0718443691730499,0.2054328024387359,0.089221104979515,0.12216609219710027
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00070,0,0.1468758881092071,0.051766037940979,0.1373619884252548,0.11200130482514696
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00071,0,0.0790202319622039,0.2475993931293487,0.403467446565628,0.2433623572190602
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00072,0,0.9287013411521912,0.2934430241584778,0.4001179039478302,0.540754089752833
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00074,0,0.9497120380401612,0.2579039633274078,0.2490531504154205,0.48555638392766315
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00075,0,0.0735296458005905,0.2951019704341888,0.2590699791908264,0.2092338651418686
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00076,0,0.0501592047512531,0.1302086263895034,0.1491648852825164,0.10984423880775762
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00077,0,0.0564957559108734,0.1387725174427032,0.0733806565403938,0.08954964329799013
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00078,0,0.1057525277137756,0.1864511370658874,0.0842623189091682,0.1254886612296104
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00079,0,0.021213149651885,0.1894267797470092,0.0751557499170303,0.0952652264386415
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00080,0,0.0534706600010395,0.1869822591543197,0.0810911208391189,0.10718134666482604
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00081,0,0.047701071947813,0.1325538009405136,0.071386694908142,0.08388052259882288
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00082,0,0.0615103915333747,0.5082343816757202,0.537649929523468,0.369131567577521
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00083,0,0.0673564076423645,0.1430271565914154,0.1386967003345489,0.11636008818944293
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00084,0,0.1442010998725891,0.193064346909523,0.465721845626831,0.2676624308029811
