file_id,organism,locus_tag,ess,conf,conf_esm2,conf_bert,conf_mean
C035,Caulobacter crescentus,CCNA_00001,0,0.0359230488538742,0.7015410661697388,0.795961856842041,0.5111419906218847
C035,Caulobacter crescentus,CCNA_00002,0,0.0559948086738586,0.7176034450531006,0.7403698563575745,0.5046560366948446
C035,Caulobacter crescentus,CCNA_00003,1,0.2634274959564209,0.7257760167121887,0.4841580688953399,0.4911205271879832
C035,Caulobacter crescentus,CCNA_00004,1,0.9104273915290833,0.811582624912262,0.9382163882255554,0.8867421348889669
C035,Caulobacter crescentus,CCNA_00005,1,0.1160049065947532,0.7734827399253845,0.7822469472885132,0.5572448646028837
C035,Caulobacter crescentus,CCNA_00006,0,0.0260969139635562,0.4471232891082763,0.0341607555747032,0.1691269862155119
C035,Caulobacter crescentus,CCNA_00007,1,0.8919134140014648,0.8696912527084351,0.9449703693389891,0.902191678682963
C035,Caulobacter crescentus,CCNA_00008,1,0.9012490510940552,0.900894582271576,0.6208116412162781,0.8076517581939697
C035,Caulobacter crescentus,CCNA_00009,0,0.0390909984707832,0.1327925622463226,0.096726082265377,0.0895365476608276
C035,Caulobacter crescentus,CCNA_00010,1,0.9516572952270508,0.7745599150657654,0.9191220998764038,0.8817797700564066
C035,Caulobacter crescentus,CCNA_00011,0,0.0446442179381847,0.7253365516662598,0.295329749584198,0.3551035063962142
C035,Caulobacter crescentus,CCNA_00012,0,0.7459200620651245,0.3232232630252838,0.5652036666870117,0.5447823305924734
C035,Caulobacter crescentus,CCNA_00013,0,0.0210141539573669,0.3682618737220764,0.8149844408035278,0.4014201561609904
C035,Caulobacter crescentus,CCNA_00014,0,0.034351460635662,0.444640576839447,0.0966244935989379,0.19187217702468232
C035,Caulobacter crescentus,CCNA_00015,0,0.3571683168411255,0.123895563185215,0.7169477343559265,0.399337204794089
C035,Caulobacter crescentus,CCNA_00016,0,0.0216931980103254,0.247554674744606,0.434807151556015,0.2346850081036488
C035,Caulobacter crescentus,CCNA_00017,0,0.0165862534195184,0.187846302986145,0.631041944026947,0.2784915001442035
C035,Caulobacter crescentus,CCNA_00018,0,0.0412028357386589,0.1512887626886367,0.3114245533943176,0.1679720506072044
C035,Caulobacter crescentus,CCNA_00019,0,0.0286163482815027,0.1780165582895279,0.1032715439796447,0.10330148351689177
C035,Caulobacter crescentus,CCNA_00020,0,0.3425153195858001,0.2898861765861511,0.1561709344387054,0.26285747687021893
C035,Caulobacter crescentus,CCNA_00021,0,0.2078932672739029,0.1157105565071106,0.098645195364952,0.14074967304865516
C035,Caulobacter crescentus,CCNA_00022,0,0.0478329434990882,0.1805562227964401,0.1800936013460159,0.1361609225471814
C035,Caulobacter crescentus,CCNA_00023,0,0.7197682857513428,0.1362281143665313,0.0348298288881778,0.2969420763353506
C035,Caulobacter crescentus,CCNA_00024,0,0.1472183018922805,0.7030425071716309,0.6485108137130737,0.49959054092566174
C035,Caulobacter crescentus,CCNA_00025,0,0.0242480617016553,0.0300567112863063,0.0838511809706687,0.046051984652876764
C035,Caulobacter crescentus,CCNA_00026,0,0.0511533729732036,0.1086307689547538,0.0429144352674484,0.0675661923984686
C035,Caulobacter crescentus,CCNA_00027,0,0.0236377138644456,0.1800253540277481,0.0075868465937674,0.07041663816198704
C035,Caulobacter crescentus,CCNA_00028,0,0.1089426204562187,0.0429072454571723,0.001538650249131,0.05112950538750733
C035,Caulobacter crescentus,CCNA_00029,0,0.0782139226794242,0.0351992473006248,0.0108516681939363,0.041421612724661765
C035,Caulobacter crescentus,CCNA_00030,0,0.0034875646233558,0.2550454437732696,0.1545838862657547,0.1377056315541267
C035,Caulobacter crescentus,CCNA_00031,0,0.0290046110749244,0.0960895419120788,0.0202729143202304,0.04845568910241121
C035,Caulobacter crescentus,CCNA_00032,0,0.2238889634609222,0.3847031593322754,0.6004152297973633,0.4030024508635203
C035,Caulobacter crescentus,CCNA_00033,1,0.9721583724021912,0.8315206170082092,0.91476309299469,0.9061473608016968
C035,Caulobacter crescentus,CCNA_00034,1,0.3584125339984894,0.7771732807159424,0.8900632858276367,0.6752163668473562
C035,Caulobacter crescentus,CCNA_00035,0,0.0624348148703575,0.1862515956163406,0.7084683775901794,0.3190515960256259
C035,Caulobacter crescentus,CCNA_00036,0,0.0546518117189407,0.7901256084442139,0.7468246817588806,0.5305340339740118
C035,Caulobacter crescentus,CCNA_00037,0,0.0420969761908054,0.1211390271782875,0.0373715758323669,0.06686919306715328
C035,Caulobacter crescentus,CCNA_00038,0,0.0819629579782486,0.2610779702663421,0.2330018281936645,0.19201425214608506
C035,Caulobacter crescentus,CCNA_00039,0,0.0156605616211891,0.2236381918191909,0.2168686985969543,0.15205581734577808
C035,Caulobacter crescentus,CCNA_00040,0,0.5241174101829529,0.1096535697579383,0.0549055226147174,0.22955883418520284
C035,Caulobacter crescentus,CCNA_00041,1,0.9494264721870422,0.8529922962188721,0.9381657242774964,0.9135281642278036
C035,Caulobacter crescentus,CCNA_00042,0,0.8638656735420227,0.89532071352005,0.5611928701400757,0.7734597524007162
C035,Caulobacter crescentus,CCNA_00043,1,0.4782413244247436,0.9059723019599916,0.967698097229004,0.783970574537913
C035,Caulobacter crescentus,CCNA_00044,0,0.1666208356618881,0.8591814041137695,0.8554940223693848,0.6270987540483475
C035,Caulobacter crescentus,CCNA_00045,1,0.956123411655426,0.95864337682724,0.7962525486946106,0.9036731123924255
C035,Caulobacter crescentus,CCNA_00046,0,0.0455363020300865,0.0678310692310333,0.1002760827541351,0.07121448467175163
C035,Caulobacter crescentus,CCNA_00047,0,0.2059033960103988,0.2684306502342224,0.242864117026329,0.23906605442365006
C035,Caulobacter crescentus,CCNA_00048,1,0.8219988942146301,0.8844227194786072,0.8738495707511902,0.8600903948148092
C035,Caulobacter crescentus,CCNA_00049,0,0.0811826810240745,0.0719197317957878,0.2005258351564407,0.11787608265876766
C035,Caulobacter crescentus,CCNA_00050,1,0.0124366506934165,0.8722860813140869,0.6811882257461548,0.5219703192512194
C035,Caulobacter crescentus,CCNA_00051,0,0.0509729422628879,0.1452731341123581,0.5767130255699158,0.2576530339817206
C035,Caulobacter crescentus,CCNA_00052,1,0.05679302662611,0.88751620054245,0.8169968128204346,0.5871020133296648
C035,Caulobacter crescentus,CCNA_00053,0,0.0260836351662874,0.2450539022684097,0.4393374919891357,0.23682500980794427
C035,Caulobacter crescentus,CCNA_00054,0,0.0309696905314922,0.1176773458719253,0.4773701429367065,0.20867239311337468
C035,Caulobacter crescentus,CCNA_00055,0,0.0107504921033978,0.5055303573608398,0.8305867314338684,0.4489558602993687
C035,Caulobacter crescentus,CCNA_00056,0,0.051489770412445,0.8029382824897766,0.6764873266220093,0.510305126508077
C035,Caulobacter crescentus,CCNA_00057,1,0.6776201128959656,0.9349707365036012,0.7732822895050049,0.7952910463015238
C035,Caulobacter crescentus,CCNA_00058,0,0.0463500916957855,0.083003930747509,0.0738128274679184,0.06772228330373763
C035,Caulobacter crescentus,CCNA_00059,0,0.6046294569969177,0.1088007315993309,0.1054094731807708,0.27294655392567313
C035,Caulobacter crescentus,CCNA_00060,0,0.548607587814331,0.6499452590942383,0.6803892850875854,0.6263140439987183
C035,Caulobacter crescentus,CCNA_00061,0,0.0308711901307106,0.1051559373736381,0.0976838916540145,0.07790367305278774
