file_id,organism,locus_tag,ess,conf,conf_esm2,conf_t5,conf_mean
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0001,0,0.0427876338362693,0.083857923746109,0.0579380206763744,0.06152785941958424
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0002,0,0.0638925731182098,0.0055150715634226,0.128609612584114,0.06600575242191546
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0003,0,0.037607867270708,0.0968121886253357,0.0385512560606002,0.057657103985547964
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0004,1,0.0393931418657302,0.575127124786377,0.5618070960044861,0.3921091208855311
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0005,0,0.0484797023236751,0.6108579635620117,0.691486656665802,0.4502747741838296
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0006,0,0.0340810269117355,0.0623229555785656,0.0328646525740623,0.04308954502145446
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0007,0,0.028936181217432,0.3314320743083954,0.3772848844528198,0.2458843799928824
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0008,0,0.0400343798100948,0.4009041488170624,0.4085628390312195,0.28316712255279225
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0009,0,0.0489373467862606,0.4628125131130218,0.2664423584938049,0.2593974061310291
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0010,0,0.0270445384085178,0.3540869057178497,0.2831965088844299,0.22144265100359908
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0011,0,0.0314380638301372,0.2537857890129089,0.127260684967041,0.1374948459366957
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0012,0,0.7863456606864929,0.1098053157329559,0.0612778179347515,0.3191429314514001
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0013,0,0.0262513142079114,0.3020634055137634,0.0489633195102214,0.12575934641063205
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0014,0,0.03093565069139,0.0849177688360214,0.039932832121849,0.05192875054975346
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0015,0,0.0209907609969377,0.2633181512355804,0.0687978267669677,0.11770224633316194
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0016,0,0.1162690818309784,0.2670771479606628,0.2400470077991485,0.20779774586359656
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0017,0,0.0260554924607276,0.2726744413375854,0.3119104504585266,0.20354679475227985
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0018,0,0.1632260382175445,0.3003622591495514,0.2733244299888611,0.245637575785319
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0019,0,0.0390328615903854,0.2588365077972412,0.0758309066295623,0.1245667586723963
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0020,0,0.0629548281431198,0.3633109033107757,0.1159328147768974,0.18073284874359763
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0021,0,0.0329211764037609,0.2188678830862045,0.2093426585197448,0.1537105726699034
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0022,0,0.0499958805739879,0.2679388225078583,0.0283718947321176,0.1154355326046546
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0023,0,0.0467435680329799,0.0745370611548423,0.0643044859170913,0.06186170503497116
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0024,0,0.0192534197121858,0.0198652632534503,0.0385187156498432,0.025879132871826433
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0025,0,0.228357583284378,0.0361583344638347,0.0178867280483245,0.0941342152655124
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0026,0,0.0513845793902874,0.0221881177276372,0.1065296158194542,0.0600341043124596
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0027,0,0.0490952245891094,0.0197759866714477,0.0288393702358007,0.03257019383211927
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0028,0,0.0587959997355937,0.459808886051178,0.2177402377128601,0.24544837449987725
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0029,0,0.1586113721132278,0.0258255377411842,0.1720966249704361,0.11884451160828269
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0030,0,0.0285663995891809,0.0198693946003913,0.0649487748742103,0.03779485635459417
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0031,0,0.0698330700397491,0.1143466308712959,0.0374679453670978,0.07388254875938094
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0032,0,0.051064409315586,0.0621189959347248,0.291161447763443,0.13478161767125127
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0033,0,0.0537422373890876,0.1335350424051284,0.137266531586647,0.10818127046028765
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0034,0,0.0220046322792768,0.0652056038379669,0.0325863398611545,0.039932191992799404
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0035,0,0.240181565284729,0.4094535708427429,0.3879361152648926,0.34585708379745483
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0036,0,0.1234474256634712,0.0464122332632541,0.058743879199028,0.0762011793752511
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0037,0,0.7072362303733826,0.4804960191249847,0.1476856023073196,0.445139283935229
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0038,0,0.1920921504497528,0.4388365447521209,0.4780974984169006,0.3696753978729248
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0039,0,0.0468687005341053,0.186920940876007,0.3427193164825439,0.1921696526308854
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0040,0,0.7018744349479675,0.3806541562080383,0.4761599600315094,0.5195628503958384
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0041,0,0.2505156993865967,0.3406833112239837,0.0652137547731399,0.2188042551279068
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0042,0,0.0535177737474441,0.7259637117385864,0.1924276500940323,0.32396971186002094
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0043,0,0.1406356245279312,0.137330561876297,0.0484914481639862,0.10881921152273814
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0044,0,0.1696209609508514,0.3951702713966369,0.4065491855144501,0.3237801392873128
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0045,0,0.0329123735427856,0.3480099737644195,0.0866834744811058,0.1558686072627703
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0046,0,0.4616341888904571,0.4433258473873138,0.4873128831386566,0.4640909731388092
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0047,0,0.0562394075095653,0.4732638299465179,0.3888120055198669,0.30610508099198336
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0048,1,0.1092462092638015,0.5245349407196045,0.548118531703949,0.39396656056245166
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0049,0,0.0265067163854837,0.1660048514604568,0.1782109886407852,0.12357418549557524
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0050,0,0.0427783764898777,0.4379306137561798,0.4946277737617492,0.3251122546692689
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0051,0,0.0505679659545421,0.4072762727737427,0.293974369764328,0.2506062028308709
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0052,0,0.0364875458180904,0.3357920944690704,0.3178878724575043,0.230055837581555
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0053,0,0.0326985232532024,0.3315702974796295,0.3424393236637115,0.23556938146551445
C048,Bacteroides thetaiotaomicron VPI-5482,BT_0054,0,0.1276886463165283,0.3001724183559418,0.4509645402431488,0.2929418683052063
