file_id,organism,locus_tag,ess,conf,conf_esm2,conf_t5,conf_mean
C035,Caulobacter crescentus,CCNA_00001,0,0.0359230488538742,0.7015410661697388,0.2646510601043701,0.3340383917093277
C035,Caulobacter crescentus,CCNA_00002,0,0.0559948086738586,0.7176034450531006,0.7810668349266052,0.5182216962178549
C035,Caulobacter crescentus,CCNA_00003,1,0.2634274959564209,0.7257760167121887,0.6406599283218384,0.5432878136634827
C035,Caulobacter crescentus,CCNA_00004,1,0.9104273915290833,0.811582624912262,0.898392915725708,0.8734676440556844
C035,Caulobacter crescentus,CCNA_00005,1,0.1160049065947532,0.7734827399253845,0.8218867778778076,0.5704581414659818
C035,Caulobacter crescentus,CCNA_00006,0,0.0260969139635562,0.4471232891082763,0.1466634273529052,0.2066278768082459
C035,Caulobacter crescentus,CCNA_00007,1,0.8919134140014648,0.8696912527084351,0.7638611793518066,0.8418219486872355
C035,Caulobacter crescentus,CCNA_00008,1,0.9012490510940552,0.900894582271576,0.851766049861908,0.8846365610758463
C035,Caulobacter crescentus,CCNA_00009,0,0.0390909984707832,0.1327925622463226,0.0589286088943481,0.07693738987048464
C035,Caulobacter crescentus,CCNA_00010,1,0.9516572952270508,0.7745599150657654,0.7660707235336304,0.8307626446088155
C035,Caulobacter crescentus,CCNA_00011,0,0.0446442179381847,0.7253365516662598,0.7496345043182373,0.5065384246408939
C035,Caulobacter crescentus,CCNA_00012,0,0.7459200620651245,0.3232232630252838,0.3104805648326874,0.45987462997436523
C035,Caulobacter crescentus,CCNA_00013,0,0.0210141539573669,0.3682618737220764,0.3135555982589721,0.23427720864613846
C035,Caulobacter crescentus,CCNA_00014,0,0.034351460635662,0.444640576839447,0.4113475084304809,0.29677984863519663
C035,Caulobacter crescentus,CCNA_00015,0,0.3571683168411255,0.123895563185215,0.7384863495826721,0.4065167432030042
C035,Caulobacter crescentus,CCNA_00016,0,0.0216931980103254,0.247554674744606,0.4175877571105957,0.22894520995517573
C035,Caulobacter crescentus,CCNA_00017,0,0.0165862534195184,0.187846302986145,0.3336340487003326,0.17935553503533197
C035,Caulobacter crescentus,CCNA_00018,0,0.0412028357386589,0.1512887626886367,0.486529141664505,0.22634024669726685
C035,Caulobacter crescentus,CCNA_00019,0,0.0286163482815027,0.1780165582895279,0.4122267663478851,0.20628655763963855
C035,Caulobacter crescentus,CCNA_00020,0,0.3425153195858001,0.2898861765861511,0.3290396630764007,0.32048038641611737
C035,Caulobacter crescentus,CCNA_00021,0,0.2078932672739029,0.1157105565071106,0.1117160767316818,0.14510663350423178
C035,Caulobacter crescentus,CCNA_00022,0,0.0478329434990882,0.1805562227964401,0.1807627230882644,0.1363839631279309
