file_id,organism,locus_tag,ess,conf,conf_t5,conf_mean
C039,Pseudomonas aeruginosa MPAO1,PA0001,1,0.1348035782575607,0.9684991836547852,0.5516513809561729
C039,Pseudomonas aeruginosa MPAO1,PA0002,1,0.4297551810741424,0.9781631827354432,0.7039591819047928
C039,Pseudomonas aeruginosa MPAO1,PA0003,0,0.0326477773487567,0.3702444732189178,0.20144612528383724
C039,Pseudomonas aeruginosa MPAO1,PA0004,1,0.965816080570221,0.9704073667526244,0.9681117236614227
C039,Pseudomonas aeruginosa MPAO1,PA0005,0,0.2135936766862869,0.7527509331703186,0.48317230492830276
C039,Pseudomonas aeruginosa MPAO1,PA0006,1,0.0354970134794712,0.6606414318084717,0.34806922264397144
C039,Pseudomonas aeruginosa MPAO1,PA0007,0,0.0266792699694633,0.220140129327774,0.12340969964861864
C039,Pseudomonas aeruginosa MPAO1,PA0008,1,0.1801003813743591,0.9656807780265808,0.57289057970047
C039,Pseudomonas aeruginosa MPAO1,PA0009,1,0.9356364607810974,0.9582307934761048,0.9469336271286011
C039,Pseudomonas aeruginosa MPAO1,PA0010,0,0.0391493700444698,0.0421725139021873,0.04066094197332855
C039,Pseudomonas aeruginosa MPAO1,PA0011,0,0.0294869802892208,0.7626212239265442,0.3960541021078825
C039,Pseudomonas aeruginosa MPAO1,PA0012,0,0.0332721062004566,0.1374938338994979,0.08538297004997725
C039,Pseudomonas aeruginosa MPAO1,PA0013,0,0.0749385878443718,0.1569558978080749,0.11594724282622335
C039,Pseudomonas aeruginosa MPAO1,PA0014,0,0.0309316869825124,0.2070379704236984,0.1189848287031054
C039,Pseudomonas aeruginosa MPAO1,PA0015,0,0.0653395131230354,0.266705572605133,0.1660225428640842
C039,Pseudomonas aeruginosa MPAO1,PA0016,0,0.4198865592479706,0.7055653929710388,0.5627259761095047
C039,Pseudomonas aeruginosa MPAO1,PA0017,0,0.0277347117662429,0.2060896456241607,0.1169121786952018
C039,Pseudomonas aeruginosa MPAO1,PA0018,1,0.9714465737342834,0.874410092830658,0.9229283332824707
C039,Pseudomonas aeruginosa MPAO1,PA0019,1,0.8828915953636169,0.8675919771194458,0.8752417862415314
C039,Pseudomonas aeruginosa MPAO1,PA0020,0,0.1237777173519134,0.5691163539886475,0.34644703567028046
C039,Pseudomonas aeruginosa MPAO1,PA0021,0,0.0299576912075281,0.25504931807518,0.14250350464135406
C039,Pseudomonas aeruginosa MPAO1,PA0022,1,0.91031014919281,0.8260675668716431,0.8681888580322266
C039,Pseudomonas aeruginosa MPAO1,PA0023,0,0.0394998751580715,0.0878926664590835,0.0636962708085775
C039,Pseudomonas aeruginosa MPAO1,PA0024,1,0.0517135858535766,0.8943198323249817,0.4730167090892791
C039,Pseudomonas aeruginosa MPAO1,PA0025,0,0.0562159642577171,0.6733143925666809,0.364765178412199
