file_id,organism,locus_tag,ess,conf,conf_t5,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0001,0,0.0103176888078451,0.0378117673099041,0.0240647280588746
C018,Escherichia coli K-12 BW25113,BW25113_0002,0,0.6056390404701233,0.1266333013772964,0.36613617092370987
C018,Escherichia coli K-12 BW25113,BW25113_0003,0,0.1009567156434059,0.3174072504043579,0.2091819830238819
C018,Escherichia coli K-12 BW25113,BW25113_0004,0,0.5221937894821167,0.2146121561527252,0.36840297281742096
C018,Escherichia coli K-12 BW25113,BW25113_0005,0,0.0943245291709899,0.1558607369661331,0.1250926330685615
C018,Escherichia coli K-12 BW25113,BW25113_0006,0,0.2250235974788665,0.2822272479534149,0.2536254227161407
C018,Escherichia coli K-12 BW25113,BW25113_0007,0,0.0284985322505235,0.1359530538320541,0.08222579304128881
C018,Escherichia coli K-12 BW25113,BW25113_0008,0,0.1270728409290313,0.2448186725378036,0.18594575673341746
C018,Escherichia coli K-12 BW25113,BW25113_0009,0,0.1097561046481132,0.0799242928624153,0.09484019875526425
C018,Escherichia coli K-12 BW25113,BW25113_0010,0,0.0675798654556274,0.1593827307224273,0.11348129808902735
C018,Escherichia coli K-12 BW25113,BW25113_0011,0,0.018725898116827,0.0201456733047962,0.0194357857108116
C018,Escherichia coli K-12 BW25113,BW25113_0013,0,0.0270968079566955,0.0020603449083864,0.01457857643254095
C018,Escherichia coli K-12 BW25113,BW25113_0014,0,0.8728612661361694,0.948307991027832,0.9105846285820007
C018,Escherichia coli K-12 BW25113,BW25113_0015,0,0.8214396834373474,0.751796305179596,0.7866179943084717
C018,Escherichia coli K-12 BW25113,BW25113_0016,0,0.0082639623433351,0.0440639927983284,0.026163977570831748
C018,Escherichia coli K-12 BW25113,BW25113_0018,0,0.1239865124225616,0.2774763405323028,0.2007314264774322
C018,Escherichia coli K-12 BW25113,BW25113_0019,0,0.0939581021666526,0.1210091263055801,0.10748361423611635
C018,Escherichia coli K-12 BW25113,BW25113_0020,0,0.1204352527856826,0.072991594672203,0.09671342372894279
C018,Escherichia coli K-12 BW25113,BW25113_0021,0,0.0082487231120467,0.0041632815264165,0.0062060023192316
C018,Escherichia coli K-12 BW25113,BW25113_0022,0,0.0255886726081371,0.092756874859333,0.05917277373373505
C018,Escherichia coli K-12 BW25113,BW25113_0023,0,0.8710940480232239,0.7800223231315613,0.8255581855773926
C018,Escherichia coli K-12 BW25113,BW25113_0024,0,0.3066972494125366,0.4124155342578888,0.3595563918352127
C018,Escherichia coli K-12 BW25113,BW25113_0025,1,0.953093647956848,0.9568207263946532,0.9549571871757506
C018,Escherichia coli K-12 BW25113,BW25113_0026,0,0.9544666409492492,0.977057695388794,0.9657621681690216
C018,Escherichia coli K-12 BW25113,BW25113_0027,1,0.9436086416244508,0.8722516298294067,0.9079301357269287
C018,Escherichia coli K-12 BW25113,BW25113_0028,0,0.6254222989082336,0.5185484290122986,0.5719853639602661
C018,Escherichia coli K-12 BW25113,BW25113_0029,1,0.9412527084350586,0.7903988361358643,0.8658257722854614
C018,Escherichia coli K-12 BW25113,BW25113_0030,0,0.6264033317565918,0.0245518777519464,0.3254776047542691
C018,Escherichia coli K-12 BW25113,BW25113_0031,1,0.9180493354797364,0.8559694886207581,0.8870094120502472
C018,Escherichia coli K-12 BW25113,BW25113_0032,0,0.6788861155509949,0.5953579545021057,0.6371220350265503
C018,Escherichia coli K-12 BW25113,BW25113_0033,0,0.5410006046295166,0.7738703489303589,0.6574354767799377
C018,Escherichia coli K-12 BW25113,BW25113_0034,0,0.0298101417720317,0.1069355756044387,0.0683728586882352
C018,Escherichia coli K-12 BW25113,BW25113_0035,0,0.0400077290832996,0.0598797015845775,0.04994371533393855
C018,Escherichia coli K-12 BW25113,BW25113_0036,0,0.091656893491745,0.088750772178173,0.090203832834959
C018,Escherichia coli K-12 BW25113,BW25113_0037,0,0.0563888549804687,0.058931328356266,0.05766009166836735
C018,Escherichia coli K-12 BW25113,BW25113_0038,0,0.0432389378547668,0.006902968045324,0.025070952950045397
C018,Escherichia coli K-12 BW25113,BW25113_0039,0,0.0657088682055473,0.1944517791271209,0.1300803236663341
