file_id,organism,locus_tag,ess,conf,conf_esm2,conf_t5,conf_mean
C039,Pseudomonas aeruginosa MPAO1,PA0001,1,0.1348035782575607,0.9532382488250732,0.9684991836547852,0.6855136702458063
C039,Pseudomonas aeruginosa MPAO1,PA0002,1,0.4297551810741424,0.945387840270996,0.9781631827354432,0.7844354013601939
C039,Pseudomonas aeruginosa MPAO1,PA0003,0,0.0326477773487567,0.210389494895935,0.3702444732189178,0.20442724848786983
C039,Pseudomonas aeruginosa MPAO1,PA0004,1,0.965816080570221,0.9871830940246582,0.9704073667526244,0.9744688471158346
C039,Pseudomonas aeruginosa MPAO1,PA0005,0,0.2135936766862869,0.7664735913276672,0.7527509331703186,0.5776060670614243
C039,Pseudomonas aeruginosa MPAO1,PA0006,1,0.0354970134794712,0.7113750576972961,0.6606414318084717,0.4691711676617463
C039,Pseudomonas aeruginosa MPAO1,PA0007,0,0.0266792699694633,0.0262233782559633,0.220140129327774,0.0910142591844002
C039,Pseudomonas aeruginosa MPAO1,PA0008,1,0.1801003813743591,0.9781721830368042,0.9656807780265808,0.707984447479248
C039,Pseudomonas aeruginosa MPAO1,PA0009,1,0.9356364607810974,0.9744099974632264,0.9582307934761048,0.9560924172401428
C039,Pseudomonas aeruginosa MPAO1,PA0010,0,0.0391493700444698,0.1137603223323822,0.0421725139021873,0.0650274020930131
C039,Pseudomonas aeruginosa MPAO1,PA0011,0,0.0294869802892208,0.787742555141449,0.7626212239265442,0.526616919785738
C039,Pseudomonas aeruginosa MPAO1,PA0012,0,0.0332721062004566,0.0127404555678367,0.1374938338994979,0.0611687985559304
C039,Pseudomonas aeruginosa MPAO1,PA0013,0,0.0749385878443718,0.2099028527736663,0.1569558978080749,0.14726577947537098
C039,Pseudomonas aeruginosa MPAO1,PA0014,0,0.0309316869825124,0.1928344666957855,0.2070379704236984,0.14360137470066545
C039,Pseudomonas aeruginosa MPAO1,PA0015,0,0.0653395131230354,0.2884109616279602,0.266705572605133,0.2068186824520429
C039,Pseudomonas aeruginosa MPAO1,PA0016,0,0.4198865592479706,0.3370640873908996,0.7055653929710388,0.48750534653663635
C039,Pseudomonas aeruginosa MPAO1,PA0017,0,0.0277347117662429,0.0901225954294204,0.2060896456241607,0.107982317606608
C039,Pseudomonas aeruginosa MPAO1,PA0018,1,0.9714465737342834,0.949510395526886,0.874410092830658,0.9317890206972758
C039,Pseudomonas aeruginosa MPAO1,PA0019,1,0.8828915953636169,0.8552130460739136,0.8675919771194458,0.8685655395189921
C039,Pseudomonas aeruginosa MPAO1,PA0020,0,0.1237777173519134,0.2841926217079162,0.5691163539886475,0.3256955643494924
C039,Pseudomonas aeruginosa MPAO1,PA0021,0,0.0299576912075281,0.1631813794374466,0.25504931807518,0.1493961295733849
C039,Pseudomonas aeruginosa MPAO1,PA0022,1,0.91031014919281,0.8902235627174377,0.8260675668716431,0.8755337595939636
C039,Pseudomonas aeruginosa MPAO1,PA0023,0,0.0394998751580715,0.0549470447003841,0.0878926664590835,0.06077986210584637
C039,Pseudomonas aeruginosa MPAO1,PA0024,1,0.0517135858535766,0.8547115325927734,0.8943198323249817,0.6002483169237772
C039,Pseudomonas aeruginosa MPAO1,PA0025,0,0.0562159642577171,0.3647836148738861,0.6733143925666809,0.36477132389942807
C039,Pseudomonas aeruginosa MPAO1,PA0026,0,0.0292674787342548,0.1272777616977691,0.2226700782775879,0.12640510623653725
C039,Pseudomonas aeruginosa MPAO1,PA0027,0,0.0293259564787149,0.0076165525242686,0.1155376210808754,0.05082671002795297
C039,Pseudomonas aeruginosa MPAO1,PA0028,0,0.0310617443174123,0.0423381216824054,0.1443420648574829,0.0725806436191002
C039,Pseudomonas aeruginosa MPAO1,PA0029,0,0.0343195460736751,0.0377731621265411,0.1046861037611961,0.058926270653804104
C039,Pseudomonas aeruginosa MPAO1,PA0030,0,0.0292037278413772,0.0112778609618544,0.0960903465747833,0.0455239784593383
C039,Pseudomonas aeruginosa MPAO1,PA0031,0,0.029210465028882,0.0220033396035432,0.1085617616772651,0.0532585221032301
C039,Pseudomonas aeruginosa MPAO1,PA0032,0,0.0276601370424032,0.0189212057739496,0.0604105442762374,0.03566396236419673
C039,Pseudomonas aeruginosa MPAO1,PA0033,0,0.0324446521699428,0.0775239989161491,0.125295877456665,0.07842150951425231
C039,Pseudomonas aeruginosa MPAO1,PA0034,0,0.0623403266072273,0.0470625758171081,0.1937610656023025,0.1010546560088793
C039,Pseudomonas aeruginosa MPAO1,PA0035,0,0.8943204879760742,0.881094217300415,0.7986435890197754,0.8580194314320883
